Rank , Code , Company, Price , 1 Day , 1 Month , 1 Year , Sector , Mkt Cap
845, FDR, Finder Energy Holdings Ltd, $0.42, +16.67%, -7.69%, +976.92%, Energy, $185.79M
990, FDV, Frontier Digital Ventures Ltd, $0.275, -1.79%, -27.63%, -20.29%, Communication Services, $119.83M
1243, FEG, Far East Gold Ltd, $0.16, +3.23%, 0.00%, -8.57%, Materials, $58.72M
832, FEMX, Fidelity Global Emerging Markets Active ETF, $7.17, -0.35%, -0.14%, +12.91%, Financials, $193.95M
642, FEX, FENIX Resources Ltd, $0.485, +5.44%, +24.36%, +90.20%, Materials, $361.31M
1911, FFG, Fatfish Group Ltd, $0.007, 0.00%, 0.00%, -30.00%, Financials, $10.88M
1213, FFI, FFI Holdings Ltd, $4.80, 0.00%, +8.84%, +31.83%, Consumer Staples, $64.27M
278, FFM, Firefly Metals Ltd, $2.11, +0.96%, +29.45%, +133.15%, Materials, $1.61B
1824, FG1, FLYNN Gold Ltd, $0.022, +4.76%, +4.76%, -17.66%, Materials, $13.39M
502, FGG, Future Generation Global Ltd, $1.525, -0.33%, 0.00%, +9.71%, Financials, $611.49M
1029, FGH, Foresta Group Holdings Ltd, $0.038, 0.00%, +11.77%, +322.22%, Materials, $108.32M
1224, FGR, First Graphene Ltd, $0.07, +4.48%, -4.11%, +159.26%, Materials, $61.64M
528, FGX, Future Generation Australia Ltd, $1.305, -1.14%, +0.77%, +5.24%, Financials, $536.27M
2284, FHCO, Fidelity Australian High Conviction Active ETF, $8.35, +0.60%, +4.51%, -12.84%, Financials, $2.1M
956, FHE, Frontier Energy Ltd, $0.24, 0.00%, -15.79%, +100.00%, Utilities, $130.85M
1214, FHNG, Global X Fang+ (Currency Hedged) ETF, $12.70, +0.71%, +1.93%, +11.01%, Financials, $64.16M
1799, FHS, Freehill Mining Ltd, $0.004, 0.00%, 0.00%, 0.00%, Materials, $14.07M
639, FID, Fiducian Group Ltd, $11.51, -1.12%, -1.62%, +29.33%, Financials, $363.34M
2108, FIIN, Fidelity India Active ETF, $9.12, 0.00%, -4.20%, -11.46%, Financials, $6.17M
2018, FIN, FIN Resources Ltd, $0.009, +12.50%, 0.00%, +80.00%, Materials, $8.06M
1891, FL1, First Lithium Ltd, $0.105, 0.00%, -16.00%, +16.67%, Materials, $11.41M
1014, FLC, Fluence Corporation Ltd, $0.098, -2.00%, -6.67%, +32.43%, Utilities, $111.9M
1264, FLG, Flagship Minerals Ltd, $0.185, +8.82%, +19.36%, +262.75%, Materials, $54.83M
1031, FLN, Freelancer Ltd, $0.24, 0.00%, +6.67%, +50.00%, Industrials, $108.22M
391, FLOT, Vaneck Australian Floating Rate ETF, $25.02, +0.12%, +0.12%, +0.12%, Financials, $915.1M
170, FLT, Flight Centre Travel Group Ltd, $15.23, +0.26%, +26.29%, -7.42%, Consumer Discretionary, $3.25B
1298, FLX, FELIX Group Holdings Ltd, $0.17, +3.03%, +6.25%, -17.07%, Information Technology, $50.75M
1467, FME, Future Metals NL, $0.035, +6.06%, +45.83%, +133.33%, Materials, $33.54M
9, FMG, Fortescue Ltd, $22.29, +0.54%, +11.12%, +21.14%, Materials, $68.63B
370, FML, Focus Minerals Ltd, $3.54, +3.51%, +37.21%, +2045.46%, Materials, $1.01B
1864, FMR, FMR Resources Ltd, $0.25, -3.85%, -29.58%, +56.25%, Communication Services, $12.28M
1064, FND, Findi Ltd, $1.55, 0.00%, +1.31%, -67.91%, Financials, $95.79M
2178, FNR, Far Northern Resources Ltd, $0.12, 0.00%, -20.00%, +9.09%, Materials, $4.83M
1878, FNX, Finexia Financial Group Ltd, $0.19, 0.00%, +11.77%, -32.14%, Financials, $11.84M
1260, FOOD, Betashares GLB Agriculture Comp Currency HDGD ETF, $7.30, -0.27%, +4.74%, +15.69%, Financials, $55.75M
1741, FOS, FOS Capital Ltd, $0.25, 0.00%, +2.04%, -29.58%, Industrials, $17.18M
1381, FPC, Fat Prophets Global Contrarian Fund Ltd, $1.44, 0.00%, +7.46%, +60.00%, Financials, $40.76M
33, FPH, Fisher & Paykel Healthcare Corporation Ltd, $32.79, -0.33%, +3.54%, -5.15%, Health Care, $19.26B
496, FPR, Fleetpartners Group Ltd, $2.88, -1.71%, +2.49%, +2.49%, Financials, $622.48M
458, FRAR, Franklin Aus Absolute Return BND Fund - Active ETF, $1.045, 0.00%, 0.00%, +2.96%, Financials, $710.08M
1525, FRB, Firebird Metals Ltd, $0.165, 0.00%, +26.92%, +50.00%, Materials, $29.28M
1848, FRE, Firebrick Pharma Ltd, $0.05, 0.00%, -23.08%, -21.88%, Health Care, $12.58M
704, FRGG, Franklin Global Growth Fund - Active ETF, $2.08, 0.00%, +1.46%, -19.07%, Financials, $311.2M
780, FRI, Finbar Group Ltd, $0.845, -2.87%, -2.31%, +4.97%, Real Estate, $229.94M
1328, FRM, Farm Pride Foods Ltd, $0.20, 0.00%, -25.93%, +42.86%, Consumer Staples, $46.16M
872, FRS, Forrestania Resources Ltd, $0.285, +9.62%, +7.55%, +2092.31%, Materials, $170.26M
219, FRW, Freightways Group Ltd, $12.20, 0.00%, 0.00%, +43.53%, Industrials, $2.18B
1471, FRX, Flexiroam Ltd, $0.022, 0.00%, +69.23%, +139.99%, Communication Services, $33.37M
888, FSA, FSA Group Ltd, $1.30, +0.78%, +9.71%, +59.51%, Financials, $162.56M
1327, FSI, Flagship Investments Ltd, $1.79, +1.13%, -5.29%, -14.76%, Financials, $46.28M
1680, FSIGA, Flagship Investments Ltd, $2.71, 0.00%, 0.00%, +2.26%, N/A, $20.07M
575, FSML, Firetrail Aust Small Companies Fund - Active ETF, $2.30, +0.44%, +9.01%, +37.73%, Financials, $448.41M
2167, FSUB, Vaneck Australian Fixed Rate Subordinated Debt ETF, $25.30, +0.56%, +0.80%, +0.80%, N/A, $5.06M
1266, FTI, Fortifai Ltd, $0.37, +4.23%, +100.00%, +85.90%, Communication Services, $54.76M
968, FUEL, Betashares Global Energy Comp Currency Hedged ETF, $6.69, +0.53%, -0.15%, +9.49%, Financials, $127.15M
2101, FUL, Fulcrum Lithium Ltd, $0.083, 0.00%, +9.21%, -48.13%, Materials, $6.27M
1614, FUN, Fortuna Metals Ltd, $0.081, 0.00%, -29.57%, +44.00%, Materials, $22.92M
2293, FUTR, Janus Henderson Global Sustainable EQ Active ETF, $37.54, 0.00%, -1.11%, +4.31%, Financials, $1.71M
773, FWD, Fleetwood Ltd, $2.55, +3.24%, -4.85%, +30.77%, Consumer Discretionary, $236.08M
850, FXG, FELIX Gold Ltd, $0.37, +4.23%, -10.84%, +362.50%, Materials, $182.07M
1739, FZR, Fitzroy River Corporation Ltd, $0.16, 0.00%, -5.88%, +28.00%, Energy, $17.27M
1350, G11, G11 Resources Ltd, $0.33, +1.54%, +10.00%, +135.71%, Materials, $43.64M
1588, G1C, Group One Capital Ltd, $0.07, 0.00%, +9.38%, +799.97%, Real Estate, $24.69M
1626, G200, Betashares Wealthbuilder AUS200 Geared Complex ETF, $30.71, -1.03%, +6.01%, +9.37%, Financials, $22.29M
957, G50, G50 Corp Ltd, $0.64, +8.48%, +12.28%, +326.67%, Materials, $130.72M
2203, G88, Golden Mile Resources Ltd, $0.007, +16.67%, 0.00%, -30.00%, Materials, $4.41M
1413, GA8, Goldarc Resources Ltd, $0.066, 0.00%, +17.86%, +120.00%, Materials, $37.79M
1415, GAL, Galileo Mining Ltd, $0.19, 0.00%, +18.75%, +65.22%, Materials, $37.55M
1374, GAME, Betashares Video Games and Esports ETF, $18.26, -0.60%, -5.29%, +24.73%, Financials, $41.28M
1566, GAP, Gale Pacific Ltd, $0.092, -3.16%, -3.16%, -26.40%, Consumer Discretionary, $26.19M
978, GARP, Global X S&P World Ex Australia Garp ETF, $12.89, -0.54%, +0.86%, +11.31%, Financials, $124.73M
1849, GAS, State GAS Ltd, $0.032, +6.67%, -8.57%, -17.95%, Energy, $12.57M
1331, GBE, Globe Metals & Mining Ltd, $0.049, +2.08%, +8.89%, +22.50%, Materials, $45.96M
921, GBM, GBM Resources Ltd, $0.032, -3.03%, -8.57%, +357.14%, Materials, $146.4M
796, GBND, Betashares Global Green Bond Currency Hedged ETF, $20.61, 0.00%, -0.72%, -0.91%, Financials, $215.97M
1082, GBR, Great Boulder Resources Ltd, $0.087, +2.35%, +24.29%, +107.14%, Materials, $90.54M
1624, GC1, Glennon Small Companies Ltd, $0.46, -3.16%, -1.08%, -5.16%, Financials, $22.32M
2131, GC1PA, Glennon Small Companies Ltd, $10.85, 0.00%, 0.00%, +6.37%, N/A, $5.75M
1365, GCAP, Vaneck Bentham GBL Capital Securities Active ETF, $8.86, -0.23%, -0.11%, +0.11%, Financials, $42.29M
332, GCI, Gryphon Capital Income Trust, $2.05, -0.49%, -0.97%, -0.58%, Financials, $1.21B
1356, GCM, GCM Corporation Ltd, $0.015, 0.00%, +15.39%, +66.67%, Materials, $43.18M
786, GCQF, GCQ Global Equities Complex ETF, $4.98, +0.20%, +0.40%, -4.42%, Financials, $227.77M
2281, GCR, Golden Cross Resources Ltd, $0.002, 0.00%, 0.00%, 0.00%, Materials, $2.19M
745, GDF, Garda Property Group, $1.205, -0.41%, +3.88%, 0.00%, Real Estate, $262.18M
210, GDG, Generation Development Group Ltd, $5.87, -0.85%, -4.09%, +62.09%, Financials, $2.35B
655, GDI, GDI Property Group, $0.655, +0.77%, +1.55%, +11.02%, Real Estate, $353.58M
1783, GDM, Great Divide Mining Ltd, $0.30, -9.09%, -11.77%, +30.44%, Materials, $15.06M
2075, GDR, Golden Dragon Mining Ltd, $0.205, -2.38%, +5.13%, +2.50%, Materials, $6.73M
291, GDX, Vaneck Gold Miners ETF, $136.05, -1.84%, +20.60%, +143.21%, Financials, $1.54B
507, GEAR, Betashares Geared Australian Equities Complex ETF, $35.78, -1.00%, +8.42%, +13.30%, Financials, $589.91M
1797, GED, Golden Deeps Ltd, $0.062, -3.13%, +21.57%, +158.33%, Materials, $14.14M
524, GEM, G8 Education Ltd, $0.70, +0.72%, +2.19%, -47.17%, Consumer Discretionary, $540.09M
1493, GEN, Genmin Ltd, $0.009, +5.88%, -10.00%, -77.50%, Materials, $31.12M
2186, GES, Genesis Resources Ltd, $0.006, 0.00%, -14.29%, +20.00%, Materials, $4.7M
1386, GFL, Global Masters Fund Ltd, $3.55, -1.39%, -3.53%, -3.01%, Financials, $40.01M
1959, GFLGA, Global Masters Fund Ltd, $3.67, 0.00%, -2.13%, +21.93%, N/A, $9.83M
1874, GG1, Green & Gold Minerals Ltd, $0.205, 0.00%, -6.82%, +2.50%, Materials, $11.92M
601, GG8, Gorilla Gold Mines Ltd, $0.555, 0.00%, +50.00%, +131.25%, Materials, $405.23M
2276, GGAB, Betashares Geared Long Aus GOV Bond Complex ETF, $19.40, -0.10%, -6.24%, -4.95%, Financials, $2.43M
1651, GGBL, Betashares Wealthbuilder Global Geared Complex ETF, $25.95, -0.42%, +2.29%, +3.43%, N/A, $21.09M
2209, GGE, Grand Gulf Energy Ltd, $0.002, 0.00%, -25.00%, -25.00%, Energy, $4.23M
2260, GGFD, Betashares Geared Long US TR Bond CH Complex ETF, $20.36, 0.00%, -0.39%, +11.38%, Financials, $3.05M
907, GGOV, Betashares US Treasury Bond 20+ YR CCY Hedged ETF, $13.30, +0.23%, -0.89%, +0.83%, Financials, $153.72M
90, GGP, Greatland Resources Ltd, $10.66, -1.57%, +42.51%, +61.52%, Materials, $7.17B
1639, GGR, Golden Globe Resources Ltd, $0.195, +5.41%, +44.44%, -2.50%, Materials, $21.8M
644, GGUS, Betashares Geared US EQTY CCY Hedged Complex ETF, $51.78, +0.84%, +10.29%, +13.98%, Financials, $361.13M
852, GHHF, Betashares Wealthbuilder All GR Geared Complex ETF, $34.10, -0.29%, +4.41%, +14.43%, Financials, $181.37M
751, GHIF, Ausbil GBL Essential Infra Fund (HDG) - Active ETF, $12.15, 0.00%, -1.14%, -3.03%, N/A, $253.65M
795, GHLD, Global X Gold Bullion (Currency Hedged) ETF, $70.15, -0.19%, +10.16%, +41.89%, Financials, $216.24M
918, GHM, Golden Horse Minerals Ltd, $0.765, -0.65%, +12.50%, +218.75%, Materials, $148.34M
1157, GHY, Gold Hydrogen Ltd, $0.405, 0.00%, -25.69%, -33.06%, Energy, $73.08M
1830, GIB, Gibb River Diamonds Ltd, $0.061, -1.61%, +5.17%, +48.78%, Materials, $13.09M
1795, GIVE, Perpetual Esg Australian Share Active ETF, $3.04, 0.00%, +2.36%, -4.70%, Financials, $14.3M
901, GL1, Global Lithium Resources Ltd, $0.60, -0.83%, +6.20%, +233.33%, Materials, $157.04M
1016, GLB, Globe International Ltd, $2.69, 0.00%, +7.17%, -19.70%, Consumer Discretionary, $111.54M
649, GLDN, iShares Physical Gold ETF, $53.05, -0.80%, +6.23%, +58.17%, Financials, $356.51M
2002, GLE, GLG Corp Ltd, $0.115, 0.00%, -14.82%, -45.24%, Consumer Discretionary, $8.52M
239, GLF, Gemlife Communities Group, $5.14, +3.01%, +1.98%, +23.56%, Real Estate, $1.95B
2175, GLH, Global Health Ltd, $0.084, 0.00%, -16.00%, -37.78%, Health Care, $4.93M
306, GLIN, iShares Ftse GBL Infrastructure (Aud Hedged) ETF, $28.77, +0.35%, -0.38%, +8.28%, Financials, $1.42B
2058, GLL, Galilee Energy Ltd, $0.008, 0.00%, -20.00%, +14.29%, Energy, $7.19M
634, GLN, Galan Lithium Ltd, $0.32, +4.92%, +39.13%, +156.00%, Materials, $368.23M
582, GLOB, Barrow Hanley Global Share Active ETF, $4.93, -0.61%, +2.50%, +3.57%, Financials, $437.38M
532, GLPR, iShares Ftse GBL Property Ex Aus (Aud Hedged) ETF, $26.44, -0.23%, +0.30%, +1.30%, Financials, $529.11M
570, GLS, L1 Global Long Short Fund Ltd, $1.80, -3.74%, +10.09%, +34.16%, Financials, $458.11M
71, GMD, Genesis Minerals Ltd, $7.46, +1.50%, +20.91%, +194.86%, Materials, $8.52B
10, GMG, Goodman Group, $31.65, +0.06%, +10.51%, -13.36%, Real Estate, $64.72B
873, GML, Gateway Mining Ltd, $0.073, +2.82%, -14.12%, +247.62%, Materials, $169.57M
1806, GMN, Gold Mountain Ltd, $0.072, -1.37%, +9.09%, -52.00%, Materials, $13.85M
2079, GMTL, Global X Green Metal Miners ETF, $13.30, +0.38%, +14.66%, +77.10%, Financials, $6.66M
1392, GMVW, Vaneck Geared Australian EQUAL Weight Complex ETF, $39.73, -1.10%, +3.90%, +2.90%, Financials, $39.8M
282, GNC, Graincorp Ltd, $7.11, -0.98%, -15.86%, -4.18%, Consumer Staples, $1.58B
1240, GNDQ, Betashares Wealthbuilder Nasdaq Geared Complex ETF, $34.33, -0.58%, +2.85%, +11.46%, Financials, $59.25M
211, GNE, Genesis Energy Ltd, $2.09, +0.48%, -2.79%, -0.48%, Utilities, $2.32B
444, GNG, GR Engineering Services Ltd, $4.35, +3.57%, +9.02%, +78.28%, Materials, $738.59M
1637, GNM, Great Northern Minerals Ltd, $0.045, +2.27%, -18.18%, +221.43%, Materials, $21.82M
350, GNP, Genusplus Group Ltd, $6.19, -1.28%, +1.14%, +141.80%, Industrials, $1.12B
1233, GOAT, Vaneck Morningstar International Wide Moat ETF, $28.96, -0.82%, +2.77%, +4.81%, Financials, $60.15M
108, GOLD, Global X Physical Gold Structured, $61.25, -0.67%, +6.80%, +58.31%, N/A, $6.24B
2261, GOOD, Janus Henderson Sustainable Credit Active ETF, $50.47, 0.00%, -1.21%, +0.30%, Financials, $3.04M
1181, GOVT, State Street SPDR S&P/ASX IBOXX Aus Government Bond ETF, $24.28, -0.08%, -1.22%, +0.54%, Financials, $68.45M
979, GOW, Gowing Bros Ltd, $2.30, 0.00%, +3.14%, +5.51%, Financials, $123.96M
242, GOZ, Growthpoint Properties Australia, $2.53, -0.39%, +1.20%, -0.39%, Real Estate, $1.91B
1195, GPEQ, Vaneck Global Listed Private Equity ETF, $23.45, -0.26%, +4.59%, -8.40%, Financials, $66.14M
1013, GPR, Geopacific Resources Ltd, $0.035, 0.00%, +6.06%, +75.00%, Materials, $112.2M
61, GPT, GPT Group, $5.59, -0.71%, +2.01%, +19.96%, Real Estate, $10.71B
123, GQG, GQG Partners Inc, $1.775, -0.56%, +9.23%, -14.25%, Financials, $5.25B
2050, GR8, Great Dirt Resources Ltd, $0.195, 0.00%, +5.41%, +18.18%, Materials, $7.3M
1673, GRE, Greentech Metals Ltd, $0.12, +46.34%, +76.47%, +71.43%, Materials, $20.37M
1873, GRIN, Vaneck India Growth Leaders ETF, $19.90, +0.15%, -3.59%, -2.69%, Financials, $11.97M
1774, GRL, Godolphin Resources Ltd, $0.022, +15.79%, +46.67%, +57.14%, Materials, $15.41M
753, GRNV, Vaneck MSCI Australian Sustainable Equity ETF, $33.90, -0.06%, +2.70%, +5.21%, Financials, $252.38M
1173, GROW, Schroder Real Return Active ETF, $3.99, 0.00%, +1.01%, +5.28%, Financials, $70.3M
2121, GRPA, Global X S&P Australia Garp ETF, $24.71, 0.00%, +3.13%, -1.55%, Financials, $5.93M
685, GRR, Grange Resources Ltd, $0.28, -1.75%, +21.74%, +27.27%, Materials, $324.05M
1612, GRV, Greenvale Energy Ltd, $0.039, +2.63%, -4.88%, +25.81%, Energy, $22.94M
762, GRX, Greenx Metals Ltd, $0.835, -2.34%, +0.60%, +25.56%, Materials, $244.96M
973, GSCF, Ausbil Global Smallcap Fund - Active ETF, $18.05, -0.61%, +2.21%, +2.79%, Financials, $125.91M
1913, GSM, Golden State Mining Ltd, $0.023, +4.55%, +43.75%, +155.56%, Materials, $10.84M
1401, GSN, Great Southern Mining Ltd, $0.039, -7.14%, +30.00%, +168.97%, Materials, $38.88M
1270, GSS, Genetic Signatures Ltd, $0.24, +1.05%, -20.00%, -61.91%, Health Care, $54.51M
867, GSUS, Candriam Sustainable GBL Equity Fund - Active ETF, $13.53, 0.00%, -0.88%, -0.88%, Financials, $173.12M
1585, GT1, Green Technology Metals Ltd, $0.038, 0.00%, +2.70%, -38.71%, Materials, $24.73M
1340, GT3, GREEN360 Technologies Ltd, $0.037, +2.78%, +8.82%, -5.13%, Materials, $44.82M
1965, GTE, Great Western Exploration Ltd, $0.017, 0.00%, -5.56%, -34.62%, Materials, $9.65M
1286, GTG, Genetic Technologies Ltd, $0.039, 0.00%, 0.00%, 0.00%, Health Care, $52.08M
2181, GTH, Gathid Ltd, $0.018, 0.00%, 0.00%, 0.00%, Information Technology, $4.75M
1504, GTI, Gratifii Ltd, $0.08, +14.29%, +15.94%, -10.11%, Information Technology, $30.76M
418, GTK, Gentrack Group Ltd, $7.35, 0.00%, +11.20%, -35.53%, Information Technology, $826.52M
1257, GTN, GTN Ltd, $0.295, 0.00%, -3.28%, -49.14%, Communication Services, $56.25M
1474, GUE, Global Uranium and Enrichment Ltd, $0.073, +5.80%, +25.86%, +15.87%, Materials, $33.26M
1697, GUL, Gullewa Ltd, $0.088, +2.33%, +14.29%, +57.14%, Materials, $19.19M
1370, GUM, Gumtree Australia Markets Ltd, $0.13, 0.00%, 0.00%, +4.00%, Communication Services, $41.76M
721, GVF, Staude Capital Global Value Fund Ltd, $1.455, +2.47%, +3.56%, +8.18%, Financials, $294.09M
1779, GW1, Greenwing Resources Ltd, $0.04, 0.00%, +5.26%, +14.29%, Materials, $15.11M
477, GWA, GWA Group Ltd, $2.50, 0.00%, +5.04%, +3.73%, Industrials, $663.01M
1416, GWR, GWR Group Ltd, $0.115, 0.00%, +9.52%, +43.75%, Materials, $37.21M
1792, GWTH, Vaneck MSCI International Growth ETF, $20.71, -0.48%, +3.34%, +2.63%, Financials, $14.5M
833, GXAI, Global X Artificial Intelligence ETF, $14.70, -0.88%, +4.40%, +18.64%, Financials, $193.38M
551, GXLD, Global X Gold Bullion ETF, $66.71, -0.57%, +6.41%, +58.91%, Financials, $489.21M
212, GYG, Guzman Y GOMEZ Ltd, $22.12, -1.43%, +1.05%, -46.29%, Consumer Discretionary, $2.26B
1696, H100, Betashares Ftse 100 Currency Hedged ETF, $12.87, 0.00%, +4.13%, +19.06%, Financials, $19.31M
2102, H2G, GREENHY2 Ltd, $0.009, 0.00%, -10.00%, +200.00%, Industrials, $6.25M
2118, H3E, H3 Energy Ltd, $0.007, 0.00%, -12.50%, -12.50%, Energy, $5.97M
316, HACK, Betashares Global Cybersecurity ETF, $14.45, -1.10%, -2.10%, +2.19%, Financials, $1.34B
1941, HAL, Halo Technologies Holdings Ltd, $0.035, 0.00%, -28.57%, -27.75%, Financials, $10.22M
1163, HAR, Haranga Resources Ltd, $0.18, +9.09%, +20.00%, +328.57%, Materials, $72.39M
1008, HAS, Hastings Technology Metals Ltd, $0.51, -1.92%, -1.69%, +65.41%, Materials, $113.15M
801, HAV, Havilah Resources Ltd, $0.605, +6.14%, +42.35%, +175.00%, Materials, $212.88M
1468, HAW, Hawthorn Resources Ltd, $0.10, 0.00%, +20.48%, +143.90%, Materials, $33.5M
196, HBRD, Betashares Australian Hybrids Active ETF, $10.13, -0.10%, +0.10%, -0.59%, Financials, $2.56B
2206, HCD, Hydrocarbon Dynamics Ltd, $0.003, 0.00%, +50.00%, +50.00%, Energy, $4.31M
2311, HCF, H&G High Conviction Ltd, $0.03, 0.00%, -11.77%, -96.08%, Financials, $582.19K
776, HCH, Hot Chili Ltd, $1.31, +2.34%, +65.82%, +96.37%, Materials, $232.61M
1579, HCL, Highcom Ltd, $0.245, -2.00%, -5.77%, +58.07%, Industrials, $25.16M
1049, HCRD, Betashares Interest Rate Hedged Aus Corp Bond ETF, $25.53, -0.12%, +0.02%, +1.75%, Financials, $99.84M
1483, HCT, Holista Colltech Ltd, $0.088, 0.00%, +3.53%, +780.00%, Consumer Staples, $32.37M
605, HCW, Healthco Healthcare and Wellness REIT, $0.73, -0.68%, +2.82%, -29.13%, Real Estate, $401.63M
183, HDN, Homeco Daily Needs REIT, $1.39, -1.42%, +5.30%, +19.31%, Real Estate, $2.9B
1527, HE8, Helios Energy Ltd, $0.009, 0.00%, -18.18%, -12.34%, Energy, $29.15M
463, HETH, Betashares Global Sustainability Leaders CH ETF, $15.79, -0.06%, +5.34%, +6.83%, Financials, $699.68M
1129, HEUR, Betashares Europe Currency Hedged ETF, $17.19, -0.06%, +4.50%, +19.96%, Financials, $79.84M
1672, HFR, Highfield Resources Ltd, $0.043, 0.00%, -12.25%, -82.08%, Materials, $20.39M
2217, HFY, Hubify Ltd, $0.008, 0.00%, -11.11%, -11.11%, Communication Services, $4.09M
226, HGBL, Betashares Global Shares Currency Hedged ETF, $78.01, +0.31%, +5.06%, +16.09%, Financials, $2.11B
1432, HGEN, Global X Hydrogen ETF, $7.16, -0.28%, -0.42%, +41.22%, Financials, $36.37M
384, HGH, Heartland Group Holdings Ltd, $0.99, 0.00%, +7.03%, +11.86%, Financials, $933.12M
927, HGO, Hillgrove Resources Ltd, $0.042, +7.69%, +27.27%, -16.00%, Materials, $143.39M
1935, HHIF, HEJAZ High Innovation Active ETF, $0.93, -0.54%, -2.62%, -5.10%, Financials, $10.37M
1428, HHR, Hartshead Resources NL, $0.013, 0.00%, +100.00%, +136.36%, Energy, $36.51M
1569, HIO, Hawsons Iron Ltd, $0.023, 0.00%, -8.00%, +35.29%, Materials, $25.96M
1938, HIQ, HITIQ Ltd, $0.02, -2.50%, -7.14%, -57.61%, Health Care, $10.3M
1185, HIT, Hitech Group Australia Ltd, $1.60, 0.00%, -3.90%, -20.00%, Industrials, $67.68M
1957, HJHI, HEJAZ High Income Active ETF, $1.11, -0.89%, 0.00%, +13.85%, Financials, $9.85M
837, HJPN, Betashares Japan Currency Hedged ETF, $25.60, +0.20%, +5.35%, +27.94%, Financials, $190.05M
1962, HJZP, HEJAZ Property Fund Active ETF, $0.775, -0.64%, 0.00%, -8.28%, Financials, $9.78M
284, HLI, Helia Group Ltd, $5.76, -0.86%, +1.59%, +29.15%, Financials, $1.57B
712, HLO, Helloworld Travel Ltd, $1.87, +1.36%, +7.16%, -4.10%, Consumer Discretionary, $306.08M
471, HLS, Healius Ltd, $0.935, -2.09%, +5.06%, -33.92%, Health Care, $678.93M
1271, HLTH, Vaneck Global Healthcare Leaders ETF, $12.36, -1.04%, -0.72%, +9.19%, Financials, $54.47M
2153, HLX, HELIX Resources Ltd, $0.001, 0.00%, 0.00%, -70.00%, Materials, $5.35M
453, HM1, Hearts and Minds Investments Ltd, $3.17, -0.63%, +3.93%, +1.60%, Financials, $725.87M
271, HMC, HMC Capital Ltd, $3.96, +4.76%, +22.98%, -61.02%, Financials, $1.63B
1406, HMD, Heramed Ltd, $0.036, +9.09%, -2.70%, +80.00%, Health Care, $38.53M
1869, HMG, Hamelin Gold Ltd, $0.061, 0.00%, -12.86%, -3.18%, Materials, $12.1M
2086, HMI, Hiremii Ltd, $0.039, 0.00%, -2.50%, -25.00%, Industrials, $6.56M
1540, HMX, Hammer Metals Ltd, $0.031, 0.00%, +34.78%, -3.13%, Materials, $27.68M
1071, HMY, Harmoney Corp Ltd, $0.90, 0.00%, +13.21%, +150.00%, Financials, $93.65M
462, HNDQ, Betashares Nasdaq 100 Currency Hedged ETF, $50.39, +0.40%, +6.24%, +15.89%, Financials, $701.31M
1001, HNG, Hancock & Gore Ltd, $0.22, 0.00%, -10.20%, -26.67%, Industrials, $114.72M
1577, HOR, Horseshoe Metals Ltd, $0.034, 0.00%, +13.33%, +142.86%, Materials, $25.31M
2291, HPC, The Hydration Pharmaceuticals Company Ltd, $0.004, 0.00%, -33.33%, -76.47%, Consumer Staples, $1.72M
868, HPG, Hipages Group Holdings Ltd, $1.25, 0.00%, +2.46%, -1.19%, Communication Services, $171.13M
1896, HPR, High Peak Royalties Ltd, $0.054, 0.00%, -6.90%, -36.47%, Energy, $11.26M
972, HQLT, Betashares Global Quality Leaders Currency Hedged ETF, $33.17, -0.06%, +6.01%, +9.33%, Financials, $125.93M
779, HQUS, Betashares S&P 500 EQUAL Weight Currency Hedged ETF, $46.24, -0.67%, +5.52%, +7.36%, Financials, $231.72M
1996, HRE, Heavy Rare EARTHS Ltd, $0.042, +5.00%, +10.53%, +40.00%, Materials, $8.74M
934, HRN, Horizon Gold Ltd, $0.83, +3.75%, +12.16%, +87.83%, Materials, $140.8M
